animalID,sex,LMT_Date,LMT_Time,easting,northing,herdID,lat,long
S365,F,2015-03-27,0:00:00,291937,4176270,Ca,37.710073,-119.360377
S366,F,2015-03-27,0:00:00,292137,4176059,Ca,37.708218,-119.35805
S367,F,2015-03-27,0:00:00,292145,4176075,Ca,37.708364,-119.357964
S370,F,2015-03-27,0:00:00,291699,4176374,Ca,37.710955,-119.363105
S373,F,2015-03-27,0:00:14,292077.3,4176115,Ca,37.708708,-119.358743
S372,F,2015-03-27,0:00:24,291643.6,4176348,Ca,37.710708,-119.363726
S368,F,2015-03-27,0:00:40,292157,4176131,Ca,37.708871,-119.357844
S371,F,2015-03-27,0:01:34,291893.4,4176214,Ca,37.709558,-119.360856
S367,F,2015-03-27,4:00:00,292156,4176075,Ca,37.708366,-119.357839
S370,F,2015-03-27,4:00:00,291680,4176393,Ca,37.711122,-119.363326
S368,F,2015-03-27,4:00:41,292160,4176140,Ca,37.708952,-119.357812
S366,F,2015-03-27,8:00:00,292181,4176151,Ca,37.709056,-119.357578
S367,F,2015-03-27,8:00:00,292226,4176112,Ca,37.708715,-119.357056
S370,F,2015-03-27,8:00:00,291725,4176327,Ca,37.710538,-119.362797
S368,F,2015-03-27,8:00:56,292161,4176131,Ca,37.708872,-119.357799
S367,F,2015-03-27,12:00:00,292206,4176225,Ca,37.709728,-119.357315
S370,F,2015-03-27,12:00:00,291471,4176705,Ca,37.713884,-119.365784
S372,F,2015-03-27,12:00:33,291466.4,4176723,Ca,37.714045,-119.365842
S368,F,2015-03-27,12:00:38,292197,4176218,Ca,37.709663,-119.357415
S373,F,2015-03-27,12:00:51,292196.1,4176222,Ca,37.709699,-119.357427
S365,F,2015-03-27,16:00:00,292265,4176357,Ca,37.71093,-119.356684
S366,F,2015-03-27,16:00:00,292258,4176190,Ca,37.709425,-119.356716
S367,F,2015-03-27,16:00:00,292241,4176160,Ca,37.709151,-119.3569
S370,F,2015-03-27,16:00:00,291443,4176896,Ca,37.715598,-119.366157
S368,F,2015-03-27,16:01:02,292245,4176169,Ca,37.709233,-119.356857
S367,F,2015-03-27,20:00:00,292212,4176159,Ca,37.709135,-119.357228
S370,F,2015-03-27,20:00:00,291307,4177069,Ca,37.717125,-119.367748
S368,F,2015-03-27,20:01:08,292220,4176176,Ca,37.70929,-119.357143
S367,F,2015-03-28,0:00:00,291401,4176014,Ca,37.707645,-119.36638
S370,F,2015-03-28,0:00:00,291301,4177052,Ca,37.71697,-119.367811
S368,F,2015-03-28,0:00:39,292218,4176176,Ca,37.70929,-119.357165
S372,F,2015-03-28,0:00:51,291293.4,4177046,Ca,37.716915,-119.367896
S373,F,2015-03-28,0:00:55,292266.7,4176191,Ca,37.709436,-119.356618
S375,F,2015-03-28,0:00:57,292647.8,4175268,Ca,37.70121,-119.352035
S370,F,2015-03-28,4:00:00,291303,4177063,Ca,37.71707,-119.367792
S366,F,2015-03-28,8:00:00,292217,4176171,Ca,37.709244,-119.357175
S367,F,2015-03-28,8:00:00,292231,4176176,Ca,37.709293,-119.357018
S370,F,2015-03-28,8:00:00,291345,4177054,Ca,37.716998,-119.367313
S368,F,2015-03-28,8:01:09,292220,4176175,Ca,37.709281,-119.357142
S367,F,2015-03-28,12:00:00,292200,4176175,Ca,37.709277,-119.357369
S370,F,2015-03-28,12:00:00,291296,4177032,Ca,37.716789,-119.367862
S372,F,2015-03-28,12:01:03,291299.3,4177030,Ca,37.716772,-119.367824
S368,F,2015-03-28,12:01:10,292185,4176175,Ca,37.709273,-119.357539
S371,F,2015-03-28,12:01:33,293257.5,4175365,Ca,37.702221,-119.345152
S375,F,2015-03-28,12:01:55,292742.5,4175350,Ca,37.70197,-119.350985
S365,F,2015-03-28,16:00:00,292263,4176445,Ca,37.711722,-119.356732
S366,F,2015-03-28,16:00:00,292229,4176168,Ca,37.70922,-119.357038
S367,F,2015-03-28,16:00:00,292226,4176163,Ca,37.709174,-119.357071
S370,F,2015-03-28,16:00:00,291302,4177065,Ca,37.717088,-119.367804
S368,F,2015-03-28,16:00:56,292204,4176180,Ca,37.709323,-119.357325
S367,F,2015-03-28,20:00:00,292218,4176168,Ca,37.709218,-119.357163
S370,F,2015-03-28,20:00:00,291311,4177065,Ca,37.71709,-119.367702
S367,F,2015-03-29,0:00:00,292228,4176178,Ca,37.70931,-119.357053
S370,F,2015-03-29,0:00:00,291304,4177049,Ca,37.716944,-119.367776
S371,F,2015-03-29,0:00:32,293402.9,4175422,Ca,37.702767,-119.34352
S359,M,2015-03-29,0:00:33,381670.3,4074296,Ca,36.807114,-118.326528
S375,F,2015-03-29,0:00:35,292635.3,4175292,Ca,37.701423,-119.352183
S372,F,2015-03-29,0:00:36,291262,4177039,Ca,37.716844,-119.36825
S349,M,2015-03-29,0:00:58,349690.1,4139964,Ca,37.394267,-118.698072
S373,F,2015-03-29,0:02:26,292237.2,4176175,Ca,37.709285,-119.356948
S367,F,2015-03-29,4:00:00,292221,4176172,Ca,37.709254,-119.35713
S370,F,2015-03-29,4:00:00,291362,4177134,Ca,37.717723,-119.367143
S366,F,2015-03-29,8:00:00,292202,4176178,Ca,37.709304,-119.357347
S367,F,2015-03-29,8:00:00,292213,4176187,Ca,37.709388,-119.357225
S370,F,2015-03-29,8:00:00,291305,4177064,Ca,37.717079,-119.367769
S368,F,2015-03-29,8:01:27,292227,4176181,Ca,37.709337,-119.357065
S370,F,2015-03-29,12:00:00,291415,4176773,Ca,37.714484,-119.366439
S349,M,2015-03-29,12:00:32,355155.7,4143123,Ca,37.4236,-118.636969
S372,F,2015-03-29,12:00:34,291395.7,4176788,Ca,37.714614,-119.366662
S366,F,2015-03-29,16:00:00,292233,4176138,Ca,37.708951,-119.356984
S367,F,2015-03-29,16:00:00,292257,4176134,Ca,37.70892,-119.356711
S370,F,2015-03-29,16:00:00,291290,4177050,Ca,37.71695,-119.367935
S367,F,2015-03-29,20:00:00,292216,4176125,Ca,37.70883,-119.357173
S370,F,2015-03-29,20:00:00,291307,4177070,Ca,37.717134,-119.367748
S368,F,2015-03-29,20:00:38,292209,4176197,Ca,37.709477,-119.357273
S349,M,2015-03-30,0:00:00,290980,4177751,Ca,37.723192,-119.371651
S366,F,2015-03-30,0:00:00,292223,4176196,Ca,37.709471,-119.357114
S367,F,2015-03-30,0:00:00,292182,4176171,Ca,37.709237,-119.357572
S370,F,2015-03-30,0:00:00,291308,4177068,Ca,37.717116,-119.367736
S359,M,2015-03-30,0:00:32,292170.5,4176129,Ca,37.708856,-119.35769
S373,F,2015-03-30,0:00:34,292175.8,4176199,Ca,37.709487,-119.35765
S375,F,2015-03-30,0:01:17,292625.1,4175283,Ca,37.70134,-119.352296
S295,M,2015-03-30,0:01:28,292204.1,4176625,Ca,37.71333,-119.357451
S368,F,2015-03-30,0:01:32,292213,4176194,Ca,37.709451,-119.357227
S372,F,2015-03-30,0:02:03,291307.2,4177069,Ca,37.717125,-119.367746
S367,F,2015-03-30,4:00:00,292197,4176186,Ca,37.709375,-119.357406
S370,F,2015-03-30,4:00:00,291304,4177063,Ca,37.71707,-119.36778
S368,F,2015-03-30,4:00:38,292211,4176189,Ca,37.709405,-119.357248
S349,M,2015-03-30,8:00:00,290914,4177712,Ca,37.722826,-119.372388
S365,F,2015-03-30,8:00:00,292347,4176517,Ca,37.71239,-119.3558
S366,F,2015-03-30,8:00:00,292217,4176184,Ca,37.709362,-119.357179
S367,F,2015-03-30,8:00:00,292171,4176096,Ca,37.708559,-119.357675
S370,F,2015-03-30,8:00:00,291336,4177020,Ca,37.71669,-119.367405
S368,F,2015-03-30,8:00:39,292205,4176202,Ca,37.709521,-119.35732
S367,F,2015-03-30,12:00:00,292134,4176167,Ca,37.70919,-119.358115
S370,F,2015-03-30,12:00:00,291341,4177011,Ca,37.71661,-119.367346
S373,F,2015-03-30,12:00:23,292280.5,4176059,Ca,37.70825,-119.356423
S372,F,2015-03-30,12:00:26,291333.8,4176933,Ca,37.715906,-119.367405
S295,M,2015-03-30,12:00:32,292289,4176694,Ca,37.713971,-119.356508
S371,F,2015-03-30,12:01:03,293384,4175373,Ca,37.702322,-119.34372
S368,F,2015-03-30,12:01:26,292212,4176139,Ca,37.708955,-119.357223
S375,F,2015-03-30,12:01:56,292630.6,4175241,Ca,37.700963,-119.352222
S349,M,2015-03-30,16:00:00,290852,4178679,Ca,37.73152,-119.373369
S365,F,2015-03-30,16:00:00,292316,4176514,Ca,37.712356,-119.356151
S366,F,2015-03-30,16:00:00,292231,4176099,Ca,37.708599,-119.356996
S367,F,2015-03-30,16:00:00,292219,4176160,Ca,37.709146,-119.357149
S370,F,2015-03-30,16:00:00,291318,4176931,Ca,37.715884,-119.367584
S368,F,2015-03-30,16:01:39,292197,4176189,Ca,37.709402,-119.357407
S367,F,2015-03-30,20:00:00,292179,4176215,Ca,37.709632,-119.357619
S370,F,2015-03-30,20:00:00,291306,4177112,Ca,37.717512,-119.367772
S368,F,2015-03-30,20:00:39,292177,4176218,Ca,37.709659,-119.357642
S349,M,2015-03-31,0:00:00,290625,4178547,Ca,37.730279,-119.375905
S366,F,2015-03-31,0:00:00,292185,4176226,Ca,37.709733,-119.357554
S367,F,2015-03-31,0:00:00,292186,4176225,Ca,37.709724,-119.357542
S370,F,2015-03-31,0:00:00,291307,4177114,Ca,37.71753,-119.367761
S295,M,2015-03-31,0:00:32,292270.4,4176725,Ca,37.714246,-119.356728
S373,F,2015-03-31,0:00:32,292183.4,4176221,Ca,37.709687,-119.35757
S372,F,2015-03-31,0:00:33,291304.3,4177116,Ca,37.717547,-119.367792
S368,F,2015-03-31,0:00:40,292182,4176221,Ca,37.709687,-119.357586
S375,F,2015-03-31,0:01:02,292635.7,4175320,Ca,37.701675,-119.352187
S367,F,2015-03-31,4:00:00,292177,4176217,Ca,37.70965,-119.357642
S370,F,2015-03-31,4:00:00,291301,4177109,Ca,37.717484,-119.367828
S368,F,2015-03-31,4:00:42,292177,4176222,Ca,37.709695,-119.357643
S349,M,2015-03-31,8:00:00,290583,4178534,Ca,37.730153,-119.376377
S365,F,2015-03-31,8:00:00,292318,4176476,Ca,37.712014,-119.356117
S366,F,2015-03-31,8:00:00,292181,4176212,Ca,37.709606,-119.357595
S367,F,2015-03-31,8:00:00,292239,4176153,Ca,37.709087,-119.356921
S370,F,2015-03-31,8:00:00,291311,4177102,Ca,37.717423,-119.367712
S368,F,2015-03-31,8:00:44,292181,4176220,Ca,37.709678,-119.357597
S367,F,2015-03-31,12:00:00,292182,4176214,Ca,37.709624,-119.357584
S370,F,2015-03-31,12:00:00,291286,4177097,Ca,37.717372,-119.367994
S373,F,2015-03-31,12:00:32,292186.3,4176217,Ca,37.709652,-119.357536
S368,F,2015-03-31,12:00:45,292196,4176221,Ca,37.70969,-119.357428
S375,F,2015-03-31,12:01:02,292621.7,4175277,Ca,37.701285,-119.352333
S372,F,2015-03-31,12:01:03,291279.3,4177093,Ca,37.717335,-119.368069
S359,M,2015-03-31,12:02:03,292108.6,4176307,Ca,37.710445,-119.358443
S349,M,2015-03-31,16:00:00,290606,4178560,Ca,37.730392,-119.376124
S365,F,2015-03-31,16:00:00,292162,4176269,Ca,37.710115,-119.357827
S366,F,2015-03-31,16:00:00,292171,4176280,Ca,37.710216,-119.357728
S367,F,2015-03-31,16:00:00,292161,4176272,Ca,37.710141,-119.357839
S370,F,2015-03-31,16:00:00,291411,4176793,Ca,37.714663,-119.36649
S368,F,2015-03-31,16:00:46,292156,4176276,Ca,37.710176,-119.357897
S367,F,2015-03-31,20:00:00,292201,4176522,Ca,37.712402,-119.357457
S370,F,2015-03-31,20:00:00,291302,4177065,Ca,37.717088,-119.367804
S368,F,2015-03-31,20:00:48,292192,4176532,Ca,37.71249,-119.357562
S349,M,2015-04-01,0:00:00,290631,4178546,Ca,37.730272,-119.375837
S365,F,2015-04-01,0:00:00,292198,4176541,Ca,37.712572,-119.357496
S366,F,2015-04-01,0:00:00,292201,4176531,Ca,37.712483,-119.357459
S367,F,2015-04-01,0:00:00,292200,4176529,Ca,37.712465,-119.35747
S370,F,2015-04-01,0:00:00,291310,4177069,Ca,37.717125,-119.367714
S371,F,2015-04-01,0:00:32,293382.6,4175464,Ca,37.703141,-119.343762
S373,F,2015-04-01,0:00:38,292197.9,4176517,Ca,37.712356,-119.35749
S368,F,2015-04-01,0:00:49,292192,4176525,Ca,37.712427,-119.35756
S372,F,2015-04-01,0:00:57,291302.5,4177068,Ca,37.717115,-119.367799
S295,M,2015-04-01,0:01:59,292367.9,4176671,Ca,37.713782,-119.355607
S367,F,2015-04-01,4:00:00,292194,4176522,Ca,37.7124,-119.357536
S370,F,2015-04-01,4:00:00,291302,4177062,Ca,37.717061,-119.367803
S368,F,2015-04-01,4:00:51,292196,4176525,Ca,37.712428,-119.357514
S349,M,2015-04-01,8:00:00,290630,4178543,Ca,37.730244,-119.375847
S365,F,2015-04-01,8:00:00,292197,4176520,Ca,37.712383,-119.357502
S366,F,2015-04-01,8:00:00,292198,4176520,Ca,37.712383,-119.35749
S367,F,2015-04-01,8:00:00,292197,4176517,Ca,37.712356,-119.357501
S370,F,2015-04-01,8:00:00,291318,4176953,Ca,37.716083,-119.36759
S368,F,2015-04-01,8:00:53,292208,4176524,Ca,37.712421,-119.357378
S367,F,2015-04-01,12:00:00,292151,4176635,Ca,37.713408,-119.358056
S370,F,2015-04-01,12:00:00,291468,4176817,Ca,37.714892,-119.365851
S373,F,2015-04-01,12:00:32,292149.5,4176638,Ca,37.713435,-119.358074
S295,M,2015-04-01,12:00:33,292359.9,4176694,Ca,37.713987,-119.355704
S368,F,2015-04-01,12:00:38,292153,4176632,Ca,37.713382,-119.358032
S375,F,2015-04-01,12:00:58,292690.1,4175411,Ca,37.702507,-119.351596
S372,F,2015-04-01,12:01:03,291348.7,4176921,Ca,37.715801,-119.367233
S359,M,2015-04-01,12:02:57,292247.4,4176112,Ca,37.70872,-119.356814
S349,M,2015-04-01,16:00:00,290711,4178632,Ca,37.731064,-119.374954
S365,F,2015-04-01,16:00:00,292214,4176719,Ca,37.714179,-119.357366
S366,F,2015-04-01,16:00:00,292205,4176720,Ca,37.714186,-119.357468
S367,F,2015-04-01,16:00:00,292205,4176711,Ca,37.714105,-119.357465
S370,F,2015-04-01,16:00:00,291359,4176943,Ca,37.716002,-119.367122
S368,F,2015-04-01,16:00:40,292209,4176716,Ca,37.714151,-119.357421
S367,F,2015-04-01,20:00:00,292172,4176739,Ca,37.71435,-119.357847
S370,F,2015-04-01,20:00:00,291306,4177065,Ca,37.717089,-119.367758
S368,F,2015-04-01,20:00:41,292184,4176745,Ca,37.714406,-119.357713
S349,M,2015-04-02,0:00:00,290633,4178614,Ca,37.730885,-119.375834
S365,F,2015-04-02,0:00:00,292180,4176749,Ca,37.714441,-119.35776
S366,F,2015-04-02,0:00:00,292188,4176747,Ca,37.714425,-119.357668
S367,F,2015-04-02,0:00:00,292182,4176742,Ca,37.714379,-119.357735
S370,F,2015-04-02,0:00:00,291311,4177071,Ca,37.717144,-119.367703
S295,M,2015-04-02,0:00:33,292385.1,4176834,Ca,37.715253,-119.355459
S368,F,2015-04-02,0:00:43,292188,4176745,Ca,37.714407,-119.357668
S375,F,2015-04-02,0:00:43,292709.4,4175392,Ca,37.702341,-119.351372
S373,F,2015-04-02,0:01:03,292187.7,4176749,Ca,37.714443,-119.357672
S372,F,2015-04-02,0:01:57,291295.7,4177053,Ca,37.716978,-119.367872
S359,M,2015-04-02,0:02:03,292258.8,4176115,Ca,37.70875,-119.356685
S367,F,2015-04-02,4:00:00,292176,4176739,Ca,37.71435,-119.357802
S370,F,2015-04-02,4:00:00,291306,4177063,Ca,37.71707,-119.367758
S368,F,2015-04-02,4:00:44,292188,4176745,Ca,37.714407,-119.357668
S349,M,2015-04-02,8:00:00,290860,4178706,Ca,37.731765,-119.373286
S365,F,2015-04-02,8:00:00,292189,4176733,Ca,37.714299,-119.357653
S366,F,2015-04-02,8:00:00,292171,4176737,Ca,37.714331,-119.357858
S367,F,2015-04-02,8:00:00,292191,4176710,Ca,37.714093,-119.357624
S370,F,2015-04-02,8:00:00,291335,4177030,Ca,37.71678,-119.367419
S368,F,2015-04-02,8:00:46,292182,4176711,Ca,37.7141,-119.357726
S367,F,2015-04-02,12:00:00,292181,4176724,Ca,37.714216,-119.357741
S370,F,2015-04-02,12:00:00,291343,4177010,Ca,37.716602,-119.367323
S295,M,2015-04-02,12:00:33,292365.3,4176812,Ca,37.715051,-119.355677
S372,F,2015-04-02,12:00:33,291336,4177016,Ca,37.716654,-119.367404
S373,F,2015-04-02,12:00:33,292191.7,4176709,Ca,37.714084,-119.357616
S359,M,2015-04-02,12:00:54,292239.2,4176131,Ca,37.708889,-119.356912
S368,F,2015-04-02,12:01:09,292204,4176687,Ca,37.713888,-119.35747
S371,F,2015-04-02,12:01:33,293360.4,4175527,Ca,37.703703,-119.344031
S375,F,2015-04-02,12:02:50,292638.9,4175329,Ca,37.701757,-119.352153
S349,M,2015-04-02,16:00:00,290765,4178629,Ca,37.73105,-119.374341
S365,F,2015-04-02,16:00:00,292148,4176688,Ca,37.713885,-119.358105
S366,F,2015-04-02,16:00:00,292152,4176692,Ca,37.713922,-119.358061
S367,F,2015-04-02,16:00:00,292174,4176713,Ca,37.714116,-119.357817
S370,F,2015-04-02,16:00:00,291386,4176741,Ca,37.714189,-119.366758
S368,F,2015-04-02,16:01:32,292134,4176737,Ca,37.714323,-119.358278
S367,F,2015-04-02,20:00:00,292231,4176850,Ca,37.715363,-119.35721
S370,F,2015-04-02,20:00:00,291340,4176963,Ca,37.716178,-119.367344
S349,M,2015-04-03,0:00:00,290626,4178619,Ca,37.730928,-119.375914
S365,F,2015-04-03,0:00:00,292242,4176832,Ca,37.715203,-119.35708
S366,F,2015-04-03,0:00:00,292245,4176827,Ca,37.715159,-119.357045
S367,F,2015-04-03,0:00:00,292245,4176840,Ca,37.715276,-119.357049
S370,F,2015-04-03,0:00:00,291381,4177002,Ca,37.716538,-119.36689
S359,M,2015-04-03,0:00:32,292236,4176135,Ca,37.708925,-119.35695
S371,F,2015-04-03,0:00:32,293418.8,4175473,Ca,37.70323,-119.343354
S372,F,2015-04-03,0:00:32,291354.5,4176972,Ca,37.716262,-119.367182
S373,F,2015-04-03,0:00:33,292247.4,4176837,Ca,37.715249,-119.357021
S368,F,2015-04-03,0:00:38,292248,4176831,Ca,37.715195,-119.357012
S295,M,2015-04-03,0:01:03,292278.7,4176727,Ca,37.714266,-119.356635
S367,F,2015-04-03,4:00:00,292244,4176824,Ca,37.715131,-119.357056
S370,F,2015-04-03,4:00:00,291375,4176988,Ca,37.716411,-119.366954
S368,F,2015-04-03,4:00:40,292246,4176831,Ca,37.715195,-119.357035
S349,M,2015-04-03,8:00:00,290906,4178748,Ca,37.732154,-119.372777
S365,F,2015-04-03,8:00:00,292233,4176802,Ca,37.714931,-119.357174
S366,F,2015-04-03,8:00:00,292225,4176799,Ca,37.714902,-119.357264
S367,F,2015-04-03,8:00:00,292232,4176810,Ca,37.715003,-119.357188
S370,F,2015-04-03,8:00:00,291352,4177007,Ca,37.716577,-119.36722
S368,F,2015-04-03,8:00:41,292228,4176805,Ca,37.714957,-119.357231
S367,F,2015-04-03,12:00:00,292234,4176841,Ca,37.715282,-119.357174
S370,F,2015-04-03,12:00:00,291340,4177012,Ca,37.716619,-119.367358
S372,F,2015-04-03,12:00:32,291336.7,4177013,Ca,37.716627,-119.367395
S359,M,2015-04-03,12:00:35,292210.7,4176135,Ca,37.708919,-119.357236
S368,F,2015-04-03,12:00:43,292224,4176863,Ca,37.715478,-119.357293
S375,F,2015-04-03,12:00:51,292644.6,4175230,Ca,37.700867,-119.35206
S349,M,2015-04-03,16:00:00,290899,4178702,Ca,37.731738,-119.372843
S365,F,2015-04-03,16:00:00,292276,4176814,Ca,37.715049,-119.35669
S366,F,2015-04-03,16:00:00,292275,4176817,Ca,37.715075,-119.356702
S367,F,2015-04-03,16:00:00,292268,4176818,Ca,37.715083,-119.356782
S370,F,2015-04-03,16:00:00,291285,4177006,Ca,37.716552,-119.367979
S368,F,2015-04-03,16:01:26,292268,4176797,Ca,37.714894,-119.356776
S367,F,2015-04-03,20:00:00,292222,4176859,Ca,37.715442,-119.357315
S370,F,2015-04-03,20:00:00,291347,4177017,Ca,37.716666,-119.36728
S344,F,2015-04-04,0:00:00,292790,4175850,Ca,37.706483,-119.350589
S349,M,2015-04-04,0:00:00,290883,4178713,Ca,37.731833,-119.373027
S365,F,2015-04-04,0:00:00,292238,4176867,Ca,37.715517,-119.357136
S366,F,2015-04-04,0:00:00,292227,4176865,Ca,37.715497,-119.35726
S367,F,2015-04-04,0:00:00,292217,4176866,Ca,37.715503,-119.357374
S370,F,2015-04-04,0:00:00,291347,4177007,Ca,37.716576,-119.367277
S295,M,2015-04-04,0:00:32,292373.8,4176808,Ca,37.715017,-119.355579
S371,F,2015-04-04,0:00:32,293294.8,4175565,Ca,37.704031,-119.344785
S372,F,2015-04-04,0:00:32,291348.1,4177026,Ca,37.716747,-119.36727
S368,F,2015-04-04,0:00:39,292223,4176859,Ca,37.715442,-119.357304
S359,M,2015-04-04,0:00:59,292206.7,4176190,Ca,37.709413,-119.357298
S375,F,2015-04-04,0:01:21,292575.2,4175186,Ca,37.700455,-119.352834
S373,F,2015-04-04,0:01:30,292228.1,4176858,Ca,37.715434,-119.357246
S344,F,2015-04-04,2:00:00,404016,4014719,Ca,36.272645,-118.068651
S344,F,2015-04-04,4:00:00,404018,4014721,Ca,36.272663,-118.068629
S367,F,2015-04-04,4:00:00,292225,4176850,Ca,37.715361,-119.357278
S370,F,2015-04-04,4:00:00,291341,4177015,Ca,37.716646,-119.367347
S368,F,2015-04-04,4:02:03,292226,4176862,Ca,37.715469,-119.35727
S344,F,2015-04-04,6:00:00,403982,4014726,Ca,36.272704,-118.06903
S344,F,2015-04-04,8:00:00,404017,4014660,Ca,36.272113,-118.068632
S349,M,2015-04-04,8:00:00,290900,4178760,Ca,37.73226,-119.372848
S365,F,2015-04-04,8:00:00,292347,4176810,Ca,37.715029,-119.355884
S366,F,2015-04-04,8:00:00,292344,4176807,Ca,37.715001,-119.355917
S367,F,2015-04-04,8:00:00,292356,4176776,Ca,37.714724,-119.355772
S370,F,2015-04-04,8:00:00,291348,4176911,Ca,37.715711,-119.367238
S368,F,2015-04-04,8:01:03,292348,4176812,Ca,37.715047,-119.355873
S344,F,2015-04-04,10:00:00,403917,4014568,Ca,36.271274,-118.069734
S344,F,2015-04-04,12:00:00,403925,4014584,Ca,36.271419,-118.069647
S367,F,2015-04-04,12:00:00,292365,4176890,Ca,37.715753,-119.355703
S370,F,2015-04-04,12:00:00,291331,4176878,Ca,37.71541,-119.367421
S372,F,2015-04-04,12:00:32,291326.6,4176901,Ca,37.715616,-119.367478
S295,M,2015-04-04,12:00:33,292448.6,4176707,Ca,37.714124,-119.354703
S373,F,2015-04-04,12:00:52,292367.9,4176882,Ca,37.715682,-119.355667
S371,F,2015-04-04,12:00:58,293352,4175541,Ca,37.703827,-119.34413
S359,M,2015-04-04,12:01:10,292362.8,4176170,Ca,37.709269,-119.355522
S375,F,2015-04-04,12:01:33,292593.7,4175094,Ca,37.699631,-119.352598
S368,F,2015-04-04,12:01:38,292364,4176885,Ca,37.715708,-119.355713
S344,F,2015-04-04,14:00:00,403920,4014564,Ca,36.271238,-118.0697
S344,F,2015-04-04,16:00:00,403796,4014547,Ca,36.271072,-118.071078
S349,M,2015-04-04,16:00:00,291119,4178131,Ca,37.726646,-119.370184
S365,F,2015-04-04,16:00:00,292396,4176939,Ca,37.716201,-119.355365
S366,F,2015-04-04,16:00:00,292379,4176942,Ca,37.716225,-119.355559
S367,F,2015-04-04,16:00:00,292393,4176941,Ca,37.716219,-119.3554
S370,F,2015-04-04,16:00:00,291404,4176785,Ca,37.714589,-119.366567
S368,F,2015-04-04,16:00:39,292374,4176938,Ca,37.716187,-119.355614
S344,F,2015-04-04,18:00:00,403672,4014530,Ca,36.270907,-118.072457
S344,F,2015-04-04,20:00:00,403659,4014511,Ca,36.270734,-118.072599
S367,F,2015-04-04,20:00:00,292416,4176812,Ca,37.715062,-119.355102
S370,F,2015-04-04,20:00:00,291374,4176985,Ca,37.716384,-119.366964
S368,F,2015-04-04,20:00:41,292415,4176816,Ca,37.715098,-119.355115
S344,F,2015-04-04,22:00:00,403713,4014514,Ca,36.270767,-118.071998
S344,F,2015-04-05,0:00:00,292723,4175894,Ca,37.706864,-119.351361
S349,M,2015-04-05,0:00:00,291006,4178166,Ca,37.726935,-119.371475
S365,F,2015-04-05,0:00:00,292421,4176808,Ca,37.715027,-119.355044
S366,F,2015-04-05,0:00:00,292416,4176822,Ca,37.715152,-119.355105
S367,F,2015-04-05,0:00:00,292418,4176819,Ca,37.715126,-119.355082
S370,F,2015-04-05,0:00:00,291383,4176996,Ca,37.716485,-119.366865
S371,F,2015-04-05,0:00:32,293326.4,4175571,Ca,37.704092,-119.344429
S359,M,2015-04-05,0:00:33,292197.9,4176212,Ca,37.709609,-119.357403
S368,F,2015-04-05,0:00:43,292420,4176813,Ca,37.715072,-119.355057
S295,M,2015-04-05,0:00:51,292090.9,4176953,Ca,37.716258,-119.358828
S372,F,2015-04-05,0:01:26,291369.8,4176983,Ca,37.716365,-119.367011
S373,F,2015-04-05,0:01:26,292421,4176822,Ca,37.715153,-119.355048
S344,F,2015-04-05,2:00:00,403696,4014553,Ca,36.271116,-118.072192
S344,F,2015-04-05,4:00:00,403652,4014563,Ca,36.271202,-118.072683
S367,F,2015-04-05,4:00:00,292384,4176830,Ca,37.715217,-119.35547
S370,F,2015-04-05,4:00:00,291381,4176993,Ca,37.716457,-119.366887
S368,F,2015-04-05,4:00:44,292385,4176839,Ca,37.715298,-119.355461
S344,F,2015-04-05,6:00:00,403653,4014549,Ca,36.271076,-118.072671
S344,F,2015-04-05,8:00:00,292747,4175856,Ca,37.706528,-119.351078
S349,M,2015-04-05,8:00:00,290984,4178288,Ca,37.728029,-119.37176
S365,F,2015-04-05,8:00:00,292417,4176844,Ca,37.715351,-119.3551
S366,F,2015-04-05,8:00:00,292416,4176849,Ca,37.715395,-119.355113
S367,F,2015-04-05,8:00:00,292459,4176805,Ca,37.715009,-119.354613
S370,F,2015-04-05,8:00:00,291369,4176989,Ca,37.716418,-119.367022
S368,F,2015-04-05,8:00:46,292419,4176855,Ca,37.71545,-119.35508
S344,F,2015-04-05,10:00:00,403957,4014629,Ca,36.271827,-118.069296
S344,F,2015-04-05,12:00:00,403954,4014658,Ca,36.272089,-118.069333
S367,F,2015-04-05,12:00:00,292437,4176888,Ca,37.715751,-119.354886
S370,F,2015-04-05,12:00:00,291341,4177009,Ca,37.716592,-119.367345
S359,M,2015-04-05,12:00:27,292224.5,4176178,Ca,37.709309,-119.357092
S295,M,2015-04-05,12:00:32,292045.7,4176960,Ca,37.716311,-119.359343
S373,F,2015-04-05,12:00:32,292434.8,4176879,Ca,37.71567,-119.354908
S372,F,2015-04-05,12:00:45,291366,4176800,Ca,37.714716,-119.367002
S375,F,2015-04-05,12:00:46,292626.2,4175244,Ca,37.700989,-119.352273
S368,F,2015-04-05,12:00:47,292438,4176885,Ca,37.715725,-119.354874
S371,F,2015-04-05,12:00:58,293456.9,4175443,Ca,37.702969,-119.342914
S344,F,2015-04-05,14:00:00,403988,4014554,Ca,36.271155,-118.068942
S344,F,2015-04-05,16:00:00,292447,4176053,Ca,37.708234,-119.354534
S349,M,2015-04-05,16:00:00,290725,4178251,Ca,37.727637,-119.374686
S365,F,2015-04-05,16:00:00,292284,4176975,Ca,37.7165,-119.356645
S366,F,2015-04-05,16:00:00,292281,4176962,Ca,37.716383,-119.356675
S367,F,2015-04-05,16:00:00,292274,4176978,Ca,37.716525,-119.356759
